Episode_reward,actor_loss,critic_loss,episode
46.0,0.15708111226558685,10.703339576721191,0
11.0,-0.28331494331359863,19.787118911743164,1
24.0,0.07914095371961594,2.0553085803985596,2
11.0,-0.16641865670681,6.423779487609863,3
14.0,0.00206198007799685,3.0836663246154785,4
24.0,-0.007437457796186209,1.3668951988220215,5
15.0,0.07684779167175293,1.3325746059417725,6
10.0,-0.14787694811820984,1.9680309295654297,7
11.0,-0.5541443228721619,11.497489929199219,8
15.0,0.046119723469018936,1.164766788482666,9
27.0,0.18693281710147858,0.9977313280105591,10
25.0,-0.02487783506512642,3.426077365875244,11
15.0,0.09097448736429214,1.7190871238708496,12
12.0,-0.11516990512609482,1.7416564226150513,13
13.0,0.11680031567811966,0.9986221790313721,14
11.0,-0.21710120141506195,1.3468047380447388,15
18.0,-0.1584535390138626,6.159326076507568,16
49.0,-0.02433660998940468,2.5991287231445312,17
18.0,-0.016491122543811798,9.629115104675293,18
27.0,0.1658116728067398,1.2685333490371704,19
16.0,0.09101071953773499,0.8594657778739929,20
11.0,-0.11546719819307327,3.541494846343994,21
21.0,0.09801877290010452,1.6491456031799316,22
10.0,0.05944998189806938,1.2436825037002563,23
49.0,0.08347591012716293,1.292287826538086,24
23.0,-0.10531073063611984,1.7366694211959839,25
25.0,0.042967263609170914,1.4112411737442017,26
14.0,-0.1030559092760086,0.5424199104309082,27
13.0,0.09419719129800797,0.5872083902359009,28
11.0,0.0714622437953949,0.25870734453201294,29
28.0,-0.11955034732818604,3.0150628089904785,30
23.0,0.12160929292440414,1.2548524141311646,31
15.0,0.022263940423727036,1.052060842514038,32
23.0,0.13196411728858948,0.8963538408279419,33
15.0,-0.05559730529785156,0.8238027691841125,34
15.0,0.03702358528971672,0.7466095089912415,35
27.0,0.049668923020362854,1.0461552143096924,36
29.0,0.007565909530967474,2.3898000717163086,37
12.0,0.010593235492706299,0.8240801692008972,38
57.0,0.06253640353679657,0.4960484504699707,39
14.0,-0.11316702514886856,0.6910349726676941,40
36.0,-0.05576689541339874,1.8883126974105835,41
31.0,-0.06678037345409393,0.7510959506034851,42
11.0,0.12745854258537292,0.9076582193374634,43
26.0,0.08652591705322266,0.9330106973648071,44
39.0,0.0007638564566150308,1.2670847177505493,45
14.0,-0.1532670110464096,2.0817651748657227,46
15.0,-0.18648196756839752,2.0914254188537598,47
58.0,0.02371405065059662,0.874768853187561,48
16.0,-0.1611773818731308,3.048701763153076,49
78.0,-0.08101316541433334,0.7750633358955383,50
108.0,0.00018569054373074323,0.6708148121833801,51
20.0,-0.04658918455243111,1.9875085353851318,52
10.0,0.15146510303020477,0.538233757019043,53
51.0,0.07100915163755417,0.3324044644832611,54
14.0,-0.21520325541496277,1.1971681118011475,55
65.0,-0.06360554695129395,0.9158459305763245,56
102.0,-0.007419256493449211,1.1813948154449463,57
22.0,0.28063786029815674,0.49648362398147583,58
99.0,0.059428099542856216,0.7366203665733337,59
13.0,-0.26603060960769653,1.712687373161316,60
28.0,0.055799055844545364,1.30489182472229,61
28.0,-0.03550821915268898,1.184736967086792,62
40.0,-0.1208341121673584,1.2666234970092773,63
50.0,-0.010878819972276688,0.788481593132019,64
102.0,-0.07855198532342911,0.6961331963539124,65
78.0,-0.002004120498895645,1.04771888256073,66
151.0,-0.01021483726799488,0.19554193317890167,67
63.0,-0.017089037224650383,0.19626514613628387,68
87.0,-0.036519408226013184,0.24972231686115265,69
34.0,-0.08846504986286163,2.332099437713623,70
24.0,0.09107737988233566,1.4093512296676636,71
37.0,0.028210144490003586,1.1828194856643677,72
35.0,0.03814493492245674,0.9228385090827942,73
26.0,-0.1467811018228531,0.7876605987548828,74
23.0,-0.19650426506996155,0.4523639678955078,75
35.0,-0.12570612132549286,1.0840811729431152,76
140.0,-0.07352928072214127,0.5347028970718384,77
62.0,0.041730135679244995,0.7461478114128113,78
28.0,-0.11057548969984055,1.640944242477417,79
13.0,-0.28680145740509033,1.413116216659546,80
46.0,-0.09727904945611954,0.8366326093673706,81
105.0,0.006618705112487078,0.1780693084001541,82
135.0,-0.07727474719285965,0.38812872767448425,83
111.0,-0.04614066705107689,0.49178263545036316,84
180.0,-0.027585316449403763,0.2371954768896103,85
124.0,-0.032976407557725906,0.387373149394989,86
127.0,-0.0004946341505274177,0.08610803633928299,87
87.0,-0.05440782010555267,0.5575460195541382,88
184.0,-0.02407199889421463,0.1114669069647789,89
198.0,-0.02366279438138008,0.09785211086273193,90
106.0,-0.04604828730225563,0.36168915033340454,91
200.0,-0.015499483793973923,0.28062817454338074,92
129.0,0.022404268383979797,0.34456419944763184,93
200.0,-0.041753362864255905,0.17765121161937714,94
200.0,-0.07258912920951843,0.3294238746166229,95
200.0,0.0015863787848502398,0.3673955202102661,96
59.0,-0.15577536821365356,0.9091365337371826,97
123.0,-0.011310129426419735,0.36533528566360474,98
76.0,-0.05190511420369148,0.20350292325019836,99
142.0,-0.06325507164001465,0.34562650322914124,100
138.0,-0.0152218546718359,0.39639076590538025,101
108.0,-0.050525687634944916,0.520297110080719,102
120.0,-0.014246219769120216,0.38258811831474304,103
22.0,-0.13176153600215912,3.684641122817993,104
23.0,0.07973098009824753,1.6745266914367676,105
18.0,-0.13841216266155243,1.9822711944580078,106
29.0,-0.22570228576660156,1.7687430381774902,107
19.0,-0.03758680075407028,2.131235122680664,108
24.0,0.1342272162437439,1.9011210203170776,109
22.0,0.19661901891231537,2.4401755332946777,110
21.0,-0.056327104568481445,1.658852219581604,111
18.0,-0.35678890347480774,2.365894317626953,112
19.0,0.030785605311393738,1.9986851215362549,113
22.0,0.04046151787042618,1.9621682167053223,114
14.0,-0.10542023926973343,2.52258038520813,115
15.0,-0.19289381802082062,1.866510272026062,116
19.0,-0.07956085354089737,1.8327311277389526,117
12.0,-0.4135580062866211,2.4335200786590576,118
11.0,-0.030774343758821487,0.5609723329544067,119
13.0,0.035763032734394073,0.9815815687179565,120
13.0,0.005579260643571615,1.1195242404937744,121
14.0,-0.06337376683950424,1.74441397190094,122
16.0,-0.0284061711281538,1.287758708000183,123
17.0,-0.23556436598300934,1.4078991413116455,124
17.0,-0.17262782156467438,0.38084855675697327,125
16.0,-0.05455147475004196,0.7156497836112976,126
15.0,-0.2710554897785187,0.6604633927345276,127
27.0,-0.10968874394893646,1.159364938735962,128
23.0,-0.10418415069580078,0.6072282791137695,129
27.0,-0.08909005671739578,0.46529078483581543,130
14.0,-0.42565593123435974,0.6341150403022766,131
43.0,-0.03900247439742088,0.6616441607475281,132
30.0,-0.13474325835704803,0.7914584279060364,133
139.0,-0.14631320536136627,0.7484360933303833,134
29.0,-0.05782928317785263,1.3499945402145386,135
134.0,-0.056201860308647156,0.6385849118232727,136
121.0,-0.011597949080169201,0.551180362701416,137
121.0,-0.006616365630179644,0.3687339425086975,138
200.0,-0.0016885180957615376,0.5285871028900146,139
200.0,0.01933862827718258,0.49519073963165283,140
117.0,0.025889186188578606,0.6685908436775208,141
200.0,0.013803060166537762,0.5013015270233154,142
118.0,0.03277798369526863,0.3231470286846161,143
110.0,0.02277827262878418,0.25937753915786743,144
199.0,-0.03243868425488472,0.11418214440345764,145
32.0,0.0009617768228054047,3.5205748081207275,146
20.0,0.2582176625728607,1.6396430730819702,147
92.0,0.00787483062595129,0.1949927657842636,148
29.0,-0.16344903409481049,3.3004753589630127,149
20.0,0.10707885026931763,2.134247303009033,150
15.0,-0.17798778414726257,2.2475526332855225,151
15.0,-0.14601756632328033,2.5585546493530273,152
16.0,-0.33845874667167664,2.1405718326568604,153
24.0,-0.2621995508670807,1.6703158617019653,154
13.0,0.139850914478302,2.7419891357421875,155
20.0,-0.286944717168808,1.7754749059677124,156
21.0,-0.17014659941196442,1.8928807973861694,157
18.0,-0.4594283103942871,2.2065176963806152,158
25.0,0.07775726169347763,1.7216529846191406,159
25.0,-0.0004685783351305872,1.811466097831726,160
26.0,-0.07042773813009262,1.722166657447815,161
18.0,0.11300940066576004,2.355417490005493,162
19.0,0.20305494964122772,2.207050085067749,163
21.0,0.08928683400154114,1.6309477090835571,164
21.0,0.10732945054769516,1.776181697845459,165
20.0,0.08598322421312332,1.7819526195526123,166
18.0,0.11096955835819244,1.8649431467056274,167
21.0,0.12201087921857834,1.678673505783081,168
24.0,0.019334256649017334,1.5406007766723633,169
18.0,0.04419267177581787,2.0192480087280273,170
18.0,-0.35479557514190674,1.848196268081665,171
21.0,0.06767965108156204,1.5673719644546509,172
27.0,0.048630241304636,1.358237385749817,173
13.0,0.1493222862482071,2.587765693664551,174
13.0,-0.1220095157623291,2.1480531692504883,175
17.0,0.19160790741443634,1.5259854793548584,176
19.0,-0.01122245006263256,1.432834267616272,177
17.0,-0.0614984929561615,1.6416468620300293,178
16.0,0.12375448644161224,1.671883463859558,179
16.0,0.08760067075490952,1.731959342956543,180
20.0,0.06143452972173691,1.328629493713379,181
15.0,0.0514119453728199,1.7316960096359253,182
15.0,-0.465212881565094,1.5180261135101318,183
19.0,-0.009349101223051548,1.2548789978027344,184
16.0,0.0371192991733551,1.4884580373764038,185
17.0,0.04294077679514885,1.283705711364746,186
17.0,-0.11588123440742493,1.42438542842865,187
14.0,-0.046003036201000214,1.7050822973251343,188
18.0,0.07881927490234375,1.1381348371505737,189
20.0,0.05295684188604355,1.2035560607910156,190
20.0,0.06974686682224274,1.0754977464675903,191
22.0,0.04955059662461281,1.0104645490646362,192
20.0,0.04513952136039734,0.9284613728523254,193
27.0,0.06987472623586655,0.7489845752716064,194
19.0,0.05672299116849899,0.8745599985122681,195
23.0,0.012632045894861221,0.6619858741760254,196
19.0,0.08306790143251419,0.5852164626121521,197
24.0,-0.15606975555419922,0.5512746572494507,198
25.0,-0.008989603258669376,0.5733245015144348,199
22.0,-0.046394262462854385,0.6129249930381775,200
29.0,0.005445077549666166,0.3126966655254364,201
32.0,0.020901143550872803,0.16898809373378754,202
33.0,0.0539248064160347,0.2498863935470581,203
32.0,-0.022294219583272934,0.5785260796546936,204
37.0,0.03526824340224266,0.2021041065454483,205
33.0,-0.020538868382573128,0.40824177861213684,206
97.0,-0.09483183920383453,0.7134478092193604,207
38.0,0.061337921768426895,0.920579731464386,208
111.0,-0.06470271199941635,0.3860238194465637,209
40.0,0.029538234695792198,1.1659181118011475,210
29.0,-0.37939706444740295,1.291352391242981,211
32.0,0.03548508882522583,1.0397565364837646,212
40.0,0.03945370391011238,0.8570400476455688,213
33.0,0.02049228921532631,0.8838012218475342,214
42.0,0.023618122562766075,0.7098052501678467,215
106.0,-0.03726230189204216,0.6060228943824768,216
117.0,0.071341373026371,0.2713908851146698,217
117.0,-0.08965490758419037,0.364866703748703,218
118.0,-0.05872584879398346,0.4178122878074646,219
200.0,-0.02451316826045513,0.42843201756477356,220
200.0,-0.042136091738939285,0.4635346233844757,221
200.0,0.008176042698323727,0.42871609330177307,222
151.0,0.00855812057852745,0.4203112721443176,223
148.0,0.026913482695817947,0.5899422764778137,224
33.0,-0.048606131225824356,1.609865665435791,225
111.0,0.0280837994068861,0.3687347173690796,226
141.0,-0.019896384328603745,0.2982586920261383,227
103.0,0.01496926974505186,0.5740676522254944,228
58.0,0.0004995541530661285,1.1529173851013184,229
59.0,-0.06141338497400284,1.0899021625518799,230
78.0,0.03473882004618645,0.3658626675605774,231
54.0,-0.07987667620182037,1.1329048871994019,232
66.0,0.016411136835813522,0.7592692375183105,233
61.0,0.002788575366139412,0.5661239624023438,234
55.0,-0.021031592041254044,0.41448068618774414,235
82.0,-0.016050269827246666,0.15551184117794037,236
68.0,-0.16944904625415802,0.6102570295333862,237
116.0,0.020207425579428673,0.577196478843689,238
137.0,-0.021703872829675674,0.682037889957428,239
200.0,0.009493929333984852,0.4484395980834961,240
200.0,0.023500967770814896,0.5558210611343384,241
120.0,-0.0016839206218719482,0.5028929114341736,242
116.0,0.006039291620254517,0.7781342267990112,243
128.0,-0.013841862790286541,0.40437906980514526,244
30.0,0.061143286526203156,2.245932102203369,245
29.0,0.07970838248729706,1.4847197532653809,246
24.0,0.03370336815714836,1.729762077331543,247
38.0,0.039085377007722855,1.3021458387374878,248
27.0,-0.09008951485157013,1.584365725517273,249
25.0,0.03452019393444061,1.662104606628418,250
16.0,0.040816254913806915,2.1942737102508545,251
27.0,-0.0062103536911308765,1.2955496311187744,252
17.0,-0.3921051621437073,1.918212652206421,253
25.0,-0.1099080815911293,1.3688440322875977,254
17.0,-0.20716571807861328,1.7599519491195679,255
15.0,0.014386606402695179,1.8060944080352783,256
18.0,0.03820337355136871,1.3439362049102783,257
18.0,0.05200354754924774,1.298297643661499,258
18.0,0.05704142153263092,1.2682714462280273,259
18.0,0.043020494282245636,1.2042254209518433,260
13.0,-0.002292733872309327,1.3885078430175781,261
18.0,-0.10351388901472092,1.1175013780593872,262
16.0,0.02520008012652397,1.2497649192810059,263
24.0,0.10005620121955872,0.9423577785491943,264
22.0,0.0005124238668940961,1.045102596282959,265
16.0,-0.43298012018203735,1.250591516494751,266
29.0,0.15496517717838287,0.7197147011756897,267
25.0,0.02396712824702263,0.8432828783988953,268
27.0,-0.04531298577785492,0.8296579718589783,269
32.0,0.06497931480407715,0.593549370765686,270
28.0,0.03618904948234558,0.5753760933876038,271
43.0,0.06439494341611862,0.3444869816303253,272
35.0,-0.03405074402689934,0.6553113460540771,273
34.0,0.02783866412937641,0.3712359368801117,274
48.0,0.018136590719223022,0.26566246151924133,275
52.0,0.010908638127148151,0.23558005690574646,276
34.0,0.017459429800510406,0.32277819514274597,277
47.0,0.008845859207212925,0.29398858547210693,278
47.0,-0.09002931416034698,0.3470979630947113,279
64.0,0.03885677456855774,0.17960606515407562,280
72.0,-0.00215338496491313,0.26457464694976807,281
101.0,-0.032796621322631836,0.5474420189857483,282
142.0,0.057146307080984116,0.12398028373718262,283
198.0,-0.05464121326804161,0.47431960701942444,284
200.0,-0.0029543363489210606,0.5001184344291687,285
200.0,0.0036154913250356913,0.35193514823913574,286
152.0,-0.007570174988359213,0.20036949217319489,287
200.0,0.0020136034581810236,0.4522154927253723,288
200.0,-0.021602289751172066,0.373005747795105,289
120.0,0.004556996747851372,0.14547160267829895,290
115.0,0.008248458616435528,0.07245007902383804,291
114.0,0.007396819069981575,0.10600382089614868,292
128.0,-0.033319175243377686,0.20940788090229034,293
24.0,-0.10253982990980148,4.056668281555176,294
24.0,0.19286853075027466,0.7121522426605225,295
20.0,-0.05594431608915329,1.511155605316162,296
25.0,-0.006276942323893309,1.1292327642440796,297
39.0,0.03760023042559624,0.8104657530784607,298
100.0,-0.05639946088194847,0.2665490508079529,299
